Year,Entity,Sector,Oil Consumption - KTOE
2008,Colombia,Overall,1174.0866723989682
2009,Colombia,Overall,1155.5292347377472
2010,Colombia,Overall,1213.516938950989
2011,Colombia,Overall,1248.153052450559
2012,Colombia,Overall,1356.8521066208082
2013,Colombia,Overall,1341.1492691315564
2014,Colombia,Overall,1412.8195184866725
2015,Colombia,Overall,1512.4259673258814
2016,Colombia,Overall,1551.7613929492693
2017,Colombia,Overall,1511.3278589853826
2018,Colombia,Overall,1554.428030954428
2019,Colombia,Overall,1638.2720550300944
2020,Colombia,Overall,1329.5963886500429
2021,Colombia,Overall,1674.505932932072
1990,Croatia,Overall,466.68629406706793
1991,Croatia,Overall,331.0082029234738
1992,Croatia,Overall,331.0082029234738
1993,Croatia,Overall,349.72914875322437
1994,Croatia,Overall,360.8083404987102
1995,Croatia,Overall,399.73747205503014
1996,Croatia,Overall,379.1139294926913
1997,Croatia,Overall,404.88555460017193
1998,Croatia,Overall,456.35885640584695
1999,Croatia,Overall,451.87265692175407
2000,Croatia,Overall,401.97171109200343
2001,Croatia,Overall,411.9302321582115
2002,Croatia,Overall,431.4884780739467
2003,Croatia,Overall,477.5036285468616
2004,Croatia,Overall,448.00880481513326
2005,Croatia,Overall,461.15655202063624
2006,Croatia,Overall,468.3753826311264
2007,Croatia,Overall,479.5374290627687
2008,Croatia,Overall,454.7252966466036
2009,Croatia,Overall,444.10782459157355
2010,Croatia,Overall,377.3678417884781
2011,Croatia,Overall,358.8526741186586
2012,Croatia,Overall,321.58301805674984
2013,Croatia,Overall,309.35102321582116
2014,Croatia,Overall,323.8398108340499
2015,Croatia,Overall,336.432777300086
2016,Croatia,Overall,337.8604901117799
2017,Croatia,Overall,361.1483490971625
2018,Croatia,Overall,349.91765262252795
2019,Croatia,Overall,341.5607480653482
2020,Croatia,Overall,292.751049011178
2021,Croatia,Overall,320.2578675838349
1965,Cyprus,Overall,40.24291143594153
1966,Cyprus,Overall,45.90397764402408
1967,Cyprus,Overall,49.76143594153052
1968,Cyprus,Overall,55.26441960447119
1969,Cyprus,Overall,65.26047893379192
1970,Cyprus,Overall,68.82914015477215
1971,Cyprus,Overall,82.10244196044712
1972,Cyprus,Overall,92.32178847807394
1973,Cyprus,Overall,99.0470335339639
1974,Cyprus,Overall,87.81671539122958
1975,Cyprus,Overall,73.34677558039553
1976,Cyprus,Overall,74.57488392089424
1977,Cyprus,Overall,84.23889939810834
1978,Cyprus,Overall,86.36702493551161
1979,Cyprus,Overall,87.64258813413586
1980,Cyprus,Overall,88.38061049011178
1981,Cyprus,Overall,84.74801375752365
1982,Cyprus,Overall,101.58032674118658
1983,Cyprus,Overall,106.88460017196904
1984,Cyprus,Overall,108.44788478073947
1985,Cyprus,Overall,107.34126397248495
1986,Cyprus,Overall,115.91167669819433
1987,Cyprus,Overall,136.4883490971625
1988,Cyprus,Overall,146.13943250214962
1989,Cyprus,Overall,150.95513327601032
1990,Cyprus,Overall,159.6311693895099
