Year,Entity,Sector,Oil Consumption - KTOE
1967,OECD (BP),Overall,133182.04643164232
1968,OECD (BP),Overall,144995.13327601034
1969,OECD (BP),Overall,157576.4660361135
1970,OECD (BP),Overall,171152.3301805675
1971,OECD (BP),Overall,179446.44024075667
1972,OECD (BP),Overall,192415.40842648322
1973,OECD (BP),Overall,207066.69819432503
1974,OECD (BP),Overall,198542.562338779
1975,OECD (BP),Overall,192549.57867583833
1976,OECD (BP),Overall,205121.82287188308
1977,OECD (BP),Overall,210121.73688736028
1978,OECD (BP),Overall,217894.2218400688
1979,OECD (BP),Overall,218788.12553740328
1980,OECD (BP),Overall,203708.45227858986
1981,OECD (BP),Overall,191822.8546861565
1982,OECD (BP),Overall,181911.9260533104
1983,OECD (BP),Overall,178808.68443680138
1984,OECD (BP),Overall,183409.8366294067
1985,OECD (BP),Overall,183401.65950128977
1986,OECD (BP),Overall,189744.95270851246
1987,OECD (BP),Overall,192372.21840068788
1988,OECD (BP),Overall,199419.86242476353
1989,OECD (BP),Overall,201966.07050730867
1990,OECD (BP),Overall,202925.9931212382
1991,OECD (BP),Overall,203236.64660361133
1992,OECD (BP),Overall,208193.7403267412
1993,OECD (BP),Overall,208880.65348237316
1994,OECD (BP),Overall,214598.81341358557
1995,OECD (BP),Overall,217837.64402407568
1996,OECD (BP),Overall,224092.31298366297
1997,OECD (BP),Overall,227196.23387790198
1998,OECD (BP),Overall,228331.91745485814
1999,OECD (BP),Overall,231701.43594153054
2000,OECD (BP),Overall,231705.2622527945
2001,OECD (BP),Overall,231363.02665520206
2002,OECD (BP),Overall,231072.1668099742
2003,OECD (BP),Overall,234152.2957867584
2004,OECD (BP),Overall,238241.5649183147
2005,OECD (BP),Overall,238522.91487532243
2006,OECD (BP),Overall,236721.84006878763
2007,OECD (BP),Overall,235076.43164230438
2008,OECD (BP),Overall,226443.69733447977
2009,OECD (BP),Overall,214966.6638005159
2010,OECD (BP),Overall,216534.72055030096
2011,OECD (BP),Overall,213612.65692175407
2012,OECD (BP),Overall,211909.08856405845
2013,OECD (BP),Overall,210691.5219260533
2014,OECD (BP),Overall,208376.37145313842
2015,OECD (BP),Overall,211596.19088564056
2016,OECD (BP),Overall,214345.56319862424
2017,OECD (BP),Overall,215639.59587274288
2018,OECD (BP),Overall,217279.89681857263
2019,OECD (BP),Overall,215430.10318142734
2020,OECD (BP),Overall,188089.41530524506
2021,OECD (BP),Overall,199726.31126397246
1965,Oceania,Overall,2000.4776440240757
1966,Oceania,Overall,2151.1696474634564
1967,Oceania,Overall,2341.698796216681
1968,Oceania,Overall,2530.360619088564
1969,Oceania,Overall,2604.928804815133
1970,Oceania,Overall,2904.602751504729
1971,Oceania,Overall,3050.0519346517626
1972,Oceania,Overall,3129.63456577816
1973,Oceania,Overall,3334.958727429063
1974,Oceania,Overall,3484.7747205503006
1975,Oceania,Overall,3438.842476354256
1976,Oceania,Overall,3517.0070507308683
1977,Oceania,Overall,3658.361478933792
1978,Oceania,Overall,3709.8721410146172
1979,Oceania,Overall,3756.646173688736
1980,Oceania,Overall,3585.197506448839
1981,Oceania,Overall,3518.0266552020635
1982,Oceania,Overall,3468.53241616509
1983,Oceania,Overall,3135.7575236457437
1984,Oceania,Overall,3234.051418744626
1985,Oceania,Overall,3229.451762682717
1986,Oceania,Overall,3153.5826311263972
1987,Oceania,Overall,3276.7857265692173
1988,Oceania,Overall,3407.890369733448
1989,Oceania,Overall,3538.2012037833188
1990,Oceania,Overall,3659.3026655202066
1991,Oceania,Overall,3560.4154772141014
1992,Oceania,Overall,3642.703783319003
1993,Oceania,Overall,3737.406706792777
1994,Oceania,Overall,3928.346517626827
1995,Oceania,Overall,4244.912725709372
1996,Oceania,Overall,4353.731728288908
1997,Oceania,Overall,4448.16852966466
1998,Oceania,Overall,4454.823731728289
1999,Oceania,Overall,4545.53826311264
2000,Oceania,Overall,4561.184866723989
2001,Oceania,Overall,4573.587274290628
2002,Oceania,Overall,4639.927257093724
2003,Oceania,Overall,4662.215821152192
2004,Oceania,Overall,4760.442820292347
2005,Oceania,Overall,4850.1306964746345
2006,Oceania,Overall,4985.69905417025
2007,Oceania,Overall,5097.709802235598
2008,Oceania,Overall,5163.090885640585
2009,Oceania,Overall,5054.974634565779
2010,Oceania,Overall,5186.177128116939
2011,Oceania,Overall,5446.677128116939
2012,Oceania,Overall,5559.30404127257
2013,Oceania,Overall,5712.644883920894
2014,Oceania,Overall,5702.7922613929495
2015,Oceania,Overall,5691.282029234738
2016,Oceania,Overall,5720.860705073087
2017,Oceania,Overall,6004.414015477214
2018,Oceania,Overall,6093.221840068788
2019,Oceania,Overall,6062.73086844368
2020,Oceania,Overall,5202.367497850387
2021,Oceania,Overall,5306.639982803095
1965,Oman,Overall,0.8373220636285468
1966,Oman,Overall,1.0478169389509888
1967,Oman,Overall,4.651619088564058
1968,Oman,Overall,5.605402751504729
1969,Oman,Overall,7.983758383490972
1970,Oman,Overall,8.047339638865004
1971,Oman,Overall,133.03097162510747
1972,Oman,Overall,151.9967067927773
1973,Oman,Overall,132.20906276870164
1974,Oman,Overall,121.47792777300087
1975,Oman,Overall,110.96042132416166
1976,Oman,Overall,127.74202923473776
1977,Oman,Overall,123.06250214961308
1978,Oman,Overall,117.08470335339639
1979,Oman,Overall,121.09825451418745
1980,Oman,Overall,91.12244196044712
1981,Oman,Overall,89.53222699914015
1982,Oman,Overall,133.7080739466896
1983,Oman,Overall,103.1937747205503
1984,Oman,Overall,167.55885640584694
1985,Oman,Overall,146.27080825451418
1986,Oman,Overall,104.0465864144454
1987,Oman,Overall,118.21418744625967
1988,Oman,Overall,108.04375752364574
1989,Oman,Overall,140.7703181427343
1990,Oman,Overall,209.69274290627686
1991,Oman,Overall,344.3871281169389
1992,Oman,Overall,304.0907136715391
1993,Oman,Overall,290.6806190885641
1994,Oman,Overall,254.37068787618227
1995,Oman,Overall,279.9265692175408
1996,Oman,Overall,269.5769303525366
1997,Oman,Overall,237.26106620808253
1998,Oman,Overall,238.41447979363713
1999,Oman,Overall,304.8090283748925
2000,Oman,Overall,325.40778159931216
2001,Oman,Overall,362.9229148753224
2002,Oman,Overall,424.42226999140155
2003,Oman,Overall,406.9993637145314
2004,Oman,Overall,397.5647463456578
2005,Oman,Overall,443.16184006878757
2006,Oman,Overall,461.50246775580393
2007,Oman,Overall,445.1229234737747
2008,Oman,Overall,603.2434221840069
2009,Oman,Overall,575.8251074806534
2010,Oman,Overall,658.0911435941531
2011,Oman,Overall,694.7346517626827
2012,Oman,Overall,753.6956147893379
2013,Oman,Overall,868.9423043852107
2014,Oman,Overall,893.5975064488391
2015,Oman,Overall,898.7219260533104
2016,Oman,Overall,920.136973344798
2017,Oman,Overall,1090.267497850387
2018,Oman,Overall,1117.3944110060188
2019,Oman,Overall,1088.4800515907136
2020,Oman,Overall,921.1354256233878
2021,Oman,Overall,1002.6726569217542
1965,Pakistan,Overall,386.24832330180567
1966,Pakistan,Overall,396.53391229578676
1967,Pakistan,Overall,443.2321582115219
1968,Pakistan,Overall,504.81797076526226
1969,Pakistan,Overall,473.46057609630265
1970,Pakistan,Overall,468.40149613069644
1971,Pakistan,Overall,440.469475494411
1972,Pakistan,Overall,363.54432502149615
1973,Pakistan,Overall,372.60782459157355
1974,Pakistan,Overall,401.44864144454
1975,Pakistan,Overall,416.8592433361995
1976,Pakistan,Overall,416.9862940670679
1977,Pakistan,Overall,438.9762682717111
1978,Pakistan,Overall,463.16033533963883
1979,Pakistan,Overall,494.7861564918315
1980,Pakistan,Overall,516.787996560619
1981,Pakistan,Overall,548.4668443680138
1982,Pakistan,Overall,603.5106620808255
1983,Pakistan,Overall,665.0483233018056
1984,Pakistan,Overall,721.1578675838349
1985,Pakistan,Overall,769.6906276870164
1986,Pakistan,Overall,829.526483233018
1987,Pakistan,Overall,908.8638865004299
1988,Pakistan,Overall,978.9245055889941
1989,Pakistan,Overall,1049.1584694754943
1990,Pakistan,Overall,1097.182502149613
1991,Pakistan,Overall,1154.9854686156493
1992,Pakistan,Overall,1262.3453138435082
1993,Pakistan,Overall,1376.1117798796215
1994,Pakistan,Overall,1475.1745485812555
1995,Pakistan,Overall,1599.104815133276
1996,Pakistan,Overall,1681.7679277730008
1997,Pakistan,Overall,1733.3697334479793
1998,Pakistan,Overall,1792.2591573516768
1999,Pakistan,Overall,1857.3841788478073
2000,Pakistan,Overall,1918.161908856406
2001,Pakistan,Overall,1880.669475494411
2002,Pakistan,Overall,1833.1556319862425
2003,Pakistan,Overall,1627.163112639725
2004,Pakistan,Overall,1645.3723989681857
2005,Pakistan,Overall,1564.0126397248494
2006,Pakistan,Overall,1796.5399828030954
2007,Pakistan,Overall,1954.5629406706794
2008,Pakistan,Overall,1983.7457437661221
2009,Pakistan,Overall,2116.690799656062
2010,Pakistan,Overall,2096.9912295786758
2011,Pakistan,Overall,2111.1932932072227
2012,Pakistan,Overall,2045.8459157351676
2013,Pakistan,Overall,2242.577558039553
2014,Pakistan,Overall,2319.2291487532248
2015,Pakistan,Overall,2527.605331040413
2016,Pakistan,Overall,2827.588736027515
2017,Pakistan,Overall,2919.116595012898
2018,Pakistan,Overall,2433.8263112639725
2019,Pakistan,Overall,2155.3795356835767
2020,Pakistan,Overall,2108.2382631126397
2021,Pakistan,Overall,2435.1912295786756
1965,Peru,Overall,383.9385554600172
1966,Peru,Overall,481.18727429062767
1967,Peru,Overall,484.98955288048154
1968,Peru,Overall,486.8976268271711
1969,Peru,Overall,479.863920894239
1970,Peru,Overall,503.90373172828896
1971,Peru,Overall,498.787901977644
1972,Peru,Overall,426.93224419604473
1973,Peru,Overall,505.61736887360274
1974,Peru,Overall,599.7525365434223
1975,Peru,Overall,607.1988822012038
1976,Peru,Overall,612.4649613069647
1977,Peru,Overall,610.4313843508169
1978,Peru,Overall,602.6970421324162
1979,Peru,Overall,628.4750644883921
1980,Peru,Overall,677.1468615649183
1981,Peru,Overall,691.2013757523646
1982,Peru,Overall,673.9846947549441
1983,Peru,Overall,594.5137575236457
1984,Peru,Overall,613.9083404987102
1985,Peru,Overall,601.400429922614
1986,Peru,Overall,640.7926913155633
1987,Peru,Overall,690.6948409286329
1988,Peru,Overall,680.1075150472915
1989,Peru,Overall,601.3864660361136
1990,Peru,Overall,599.8695098882201
1991,Peru,Overall,556.12407566638
1992,Peru,Overall,582.026913155632
1993,Peru,Overall,606.5042648323301
1994,Peru,Overall,659.5500429922614
1995,Peru,Overall,747.7577472055029
1996,Peru,Overall,774.90796216681
1997,Peru,Overall,799.4203783319002
1998,Peru,Overall,772.156663800516
1999,Peru,Overall,792.641788478074
2000,Peru,Overall,771.8498366294067
2001,Peru,Overall,727.9244196044713
2002,Peru,Overall,721.041478933792
2003,Peru,Overall,681.1803955288048
2004,Peru,Overall,756.1544711951849
2005,Peru,Overall,749.3746775580396
2006,Peru,Overall,710.6571797076526
2007,Peru,Overall,748.4578675838349
2008,Peru,Overall,832.6221840068788
2009,Peru,Overall,854.5698624247635
2010,Peru,Overall,907.1721410146174
2011,Peru,Overall,1002.2106620808255
2012,Peru,Overall,996.5017196904557
2013,Peru,Overall,1042.0159501289768
2014,Peru,Overall,1030.2958727429063
2015,Peru,Overall,1099.1456577815993
2016,Peru,Overall,1170.6509028374894
2017,Peru,Overall,1214.6754084264833
2018,Peru,Overall,1247.3659501289767
2019,Peru,Overall,1295.9836629406707
2020,Peru,Overall,969.2636285468615
2021,Peru,Overall,1232.038177128117
1965,Philippines,Overall,427.2303181427343
1966,Philippines,Overall,466.0959845227859
1967,Philippines,Overall,525.6556061908856
1968,Philippines,Overall,600.306018916595
1969,Philippines,Overall,643.3566638005159
1970,Philippines,Overall,731.5285468615649
1971,Philippines,Overall,848.9806534823732
1972,Philippines,Overall,833.2095442820292
1973,Philippines,Overall,977.7914015477214
1974,Philippines,Overall,914.1801375752364
1975,Philippines,Overall,986.1392089423904
1976,Philippines,Overall,1013.2310920034394
1977,Philippines,Overall,1106.7331040412728
1978,Philippines,Overall,1141.342992261393
1979,Philippines,Overall,1177.7352536543422
1980,Philippines,Overall,1104.4226139294926
1981,Philippines,Overall,1038.17222699914
1982,Philippines,Overall,999.0457437661221
1983,Philippines,Overall,1044.9233877901977
1984,Philippines,Overall,855.3175752364574
1985,Philippines,Overall,760.4536973344798
1986,Philippines,Overall,799.5170249355116
1987,Philippines,Overall,928.275064488392
1988,Philippines,Overall,1000.71203783319
1989,Philippines,Overall,1123.1276010318143
1990,Philippines,Overall,1174.0816852966466
1991,Philippines,Overall,1137.5117798796216
1992,Philippines,Overall,1399.8332760103183
1993,Philippines,Overall,1444.7815993121237
1994,Philippines,Overall,1526.2238177128118
1995,Philippines,Overall,1718.1997420464315
1996,Philippines,Overall,1796.0037833190024
1997,Philippines,Overall,1932.030954428203
1998,Philippines,Overall,1951.6880481513329
1999,Philippines,Overall,1850.0246775580395
2000,Philippines,Overall,1707.7294067067926
2001,Philippines,Overall,1698.283576956148
2002,Philippines,Overall,1610.0078245915736
2003,Philippines,Overall,1601.9823731728288
2004,Philippines,Overall,1648.4849527085123
2005,Philippines,Overall,1531.8597592433362
2006,Philippines,Overall,1377.9324161650902
2007,Philippines,Overall,1431.7872742906277
2008,Philippines,Overall,1370.151762682717
2009,Philippines,Overall,1424.20154772141
2010,Philippines,Overall,1489.3981083404988
2011,Philippines,Overall,1407.8842648323302
2012,Philippines,Overall,1456.8209802235597
2013,Philippines,Overall,1527.2150472914875
2014,Philippines,Overall,1620.8898538263113
2015,Philippines,Overall,1847.1260533104041
2016,Philippines,Overall,1983.834135855546
2017,Philippines,Overall,2124.2632846087704
2018,Philippines,Overall,2135.5268271711093
2019,Philippines,Overall,2180.064660361135
2020,Philippines,Overall,1787.4350816852966
2021,Philippines,Overall,1958.6736887360273
1965,Poland,Overall,553.9532244196046
1966,Poland,Overall,576.1696474634565
1967,Poland,Overall,625.2826311263973
1968,Poland,Overall,782.3566638005159
1969,Poland,Overall,860.5161306964745
1970,Poland,Overall,910.091143594153
1971,Poland,Overall,964.9595012897678
1972,Poland,Overall,1083.0417024935512
1973,Poland,Overall,1201.450128976784
1974,Poland,Overall,1265.235683576956
1975,Poland,Overall,1377.2381771281168
1976,Poland,Overall,1520.2257953568358
1977,Poland,Overall,1626.795528804815
1978,Poland,Overall,1739.6721410146174
1979,Poland,Overall,1773.8379191745485
1980,Poland,Overall,1751.9262252794497
1981,Poland,Overall,1642.615219260533
1982,Poland,Overall,1550.9635425623387
1983,Poland,Overall,1603.1613069647465
1984,Poland,Overall,1645.5325881341357
1985,Poland,Overall,1673.0591573516767
1986,Poland,Overall,1728.1394668959588
1987,Poland,Overall,1750.4784178847806
1988,Poland,Overall,1793.130094582975
1989,Poland,Overall,1780.7730868443682
1990,Poland,Overall,1631.6002579535684
1991,Poland,Overall,1540.8384350816852
1992,Poland,Overall,1408.1764402407566
1993,Poland,Overall,1452.59475494411
1994,Poland,Overall,1531.8500429922613
1995,Poland,Overall,1551.620034393809
1996,Poland,Overall,1812.66543422184
1997,Poland,Overall,1889.2234737747206
1998,Poland,Overall,2148.5889079965605
1999,Poland,Overall,2250.708512467756
2000,Poland,Overall,2069.0574376612212
2001,Poland,Overall,2021.3211521926053
2002,Poland,Overall,2060.176354256234
2003,Poland,Overall,2092.551762682717
2004,Poland,Overall,2236.097506448839
2005,Poland,Overall,2312.5520206362853
2006,Poland,Overall,2506.8587274290626
2007,Poland,Overall,2595.02777300086
2008,Poland,Overall,2662.716423043852
2009,Poland,Overall,2633.411693895099
2010,Poland,Overall,2777.7259673258814
2011,Poland,Overall,2766.7288907996563
